#         t          x          y          z         vx         vy         vz
      8.726    -11.523      3.423     -0.179     27.822    366.192    301.829
      8.727    -11.493      3.789      0.123     32.440    365.793    302.714
      8.728    -11.458      4.155      0.426     36.981    365.249    303.147
      8.729    -11.419      4.520      0.729     41.419    364.572    303.205
      8.730    -11.375      4.884      1.032     45.734    363.773    302.990
      8.731    -11.327      5.247      1.335     49.916    362.862    302.576
      8.732    -11.275      5.610      1.638     53.957    361.849    302.014
      8.733    -11.220      5.971      1.939     57.853    360.743    301.335
      8.734    -11.160      6.331      2.240     61.602    359.551    300.562
      8.735    -11.096      6.690      2.540     65.205    358.281    299.710
      8.736    -11.029      7.048      2.840     68.662    356.940    298.789
      8.737    -10.959      7.404      3.138     71.976    355.537    297.809
      8.738    -10.886      7.759      3.435     75.150    354.076    296.778
      8.739    -10.809      8.112      3.731     78.187    352.565    295.701
      8.740    -10.729      8.464      4.027     81.090    351.009    294.584
      8.741    -10.647      8.814      4.321     83.864    349.414    293.433
      8.742    -10.562      9.163      4.613     86.514    347.785    292.252
      8.743    -10.474      9.510      4.905     89.042    346.127    291.044
      8.744    -10.384      9.855      5.195     91.455    344.445    289.814
      8.745    -10.291     10.198      5.485     93.756    342.741    288.565
      8.746    -10.196     10.540      5.773     95.951    341.021    287.300
      8.747    -10.099     10.881      6.059     98.042    339.288    286.022
      8.748    -10.000     11.219      6.345    100.036    337.544    284.733
      8.749     -9.899     11.556      6.629    101.936    335.793    283.436
      8.750     -9.796     11.891      6.911    103.747    334.038    282.132
      8.751     -9.692     12.224      7.193    105.472    332.280    280.824
      8.752     -9.585     12.555      7.473    107.116    330.522    279.513
      8.753     -9.477     12.885      7.752    108.682    328.766    278.202
      8.754     -9.368     13.213      8.030    110.174    327.014    276.890
      8.755     -9.257     13.539      8.306    111.595    325.266    275.580
      8.756     -9.145     13.863      8.581    112.949    323.525    274.273
      8.757     -9.031     14.186      8.854    114.239    321.792    272.970
      8.758     -8.916     14.507      9.127    115.468    320.068    271.671
      8.759     -8.800     14.826      9.398    116.639    318.353    270.377
      8.760     -8.683     15.143      9.667    117.755    316.649    269.090
      8.761     -8.565     15.459      9.936    118.818    314.956    267.809
      8.762     -8.446     15.773     10.203    119.831    313.275    266.536
      8.763     -8.325     16.086     10.469    120.797    311.606    265.270
      8.764     -8.204     16.397     10.734    121.717    309.951    264.013
      8.765     -8.082     16.706     10.997    122.593    308.308    262.764
      8.766     -7.959     17.013     11.259    123.428    306.680    261.524
      8.767     -7.835     17.319     11.520    124.224    305.065    260.293
      8.768     -7.710     17.623     11.780    124.982    303.464    259.071
      8.769     -7.585     17.926     12.038    125.705    301.878    257.859
      8.770     -7.459     18.227     12.295    126.393    300.305    256.656
      8.771     -7.332     18.527     12.551    127.048    298.748    255.463
      8.772     -7.205     18.825     12.806    127.673    297.205    254.280
      8.773     -7.077     19.121     13.060    128.267    295.677    253.107
      8.774     -6.948     19.416     13.313    128.834    294.163    251.944
      8.775     -6.819     19.709     13.564    129.373    292.664    250.791
      8.776     -6.690     20.001     13.814    129.886    291.179    249.648
      8.777     -6.560     20.292     14.063    130.375    289.709    248.516
      8.778     -6.429     20.581     14.311    130.839    288.253    247.393
      8.779     -6.298     20.868     14.558    131.281    286.811    246.280
      8.780     -6.166     21.154     14.804    131.701    285.384    245.176
      8.781     -6.034     21.439     15.048    132.101    283.971    244.083
      8.782     -5.902     21.722     15.292    132.480    282.571    243.000
      8.783     -5.770     22.004     15.534    132.841    281.186    241.926
      8.784     -5.636     22.285     15.776    133.183    279.814    240.862
      8.785     -5.503     22.564     16.016    133.508    278.456    239.807
      8.786     -5.369     22.842     16.255    133.816    277.111    238.762
      8.787     -5.236     23.118     16.494    134.107    275.779    237.727
      8.788     -5.101     23.393     16.731    134.383    274.460    236.701
      8.789     -4.967     23.667     16.967    134.645    273.154    235.683
      8.790     -4.832     23.939     17.202    134.892    271.861    234.675
      8.791     -4.697     24.211     17.436    135.125    270.581    233.676
      8.792     -4.562     24.481     17.670    135.345    269.313    232.686
      8.793     -4.426     24.749     17.902    135.553    268.057    231.705
      8.794     -4.291     25.017     18.133    135.748    266.813    230.732
      8.795     -4.155     25.283     18.363    135.932    265.581    229.768
      8.796     -4.019     25.548     18.593    136.105    264.361    228.813
      8.797     -3.883     25.812     18.821    136.266    263.153    227.866
      8.798     -3.746     26.074     19.048    136.417    261.955    226.927
      8.799     -3.610     26.336     19.275    136.559    260.770    225.996
      8.800     -3.473     26.596     19.500    136.690    259.595    225.073
      8.801     -3.336     26.855     19.725    136.813    258.431    224.158
      8.802     -3.200     27.113     19.949    136.926    257.278    223.251
      8.803     -3.063     27.369     20.171    137.031    256.135    222.352
      8.804     -2.925     27.625     20.393    137.127    255.003    221.460
      8.805     -2.788     27.879     20.614    137.215    253.881    220.576
      8.806     -2.651     28.133     20.834    137.296    252.770    219.700
      8.807     -2.514     28.385     21.054    137.369    251.668    218.830
      8.808     -2.376     28.636     21.272    137.435    250.576    217.968
      8.809     -2.239     28.886     21.490    137.494    249.494    217.113
      8.810     -2.101     29.135     21.706    137.546    248.422    216.265
      8.811     -1.964     29.383     21.922    137.592    247.359    215.424
      8.812     -1.826     29.630     22.137    137.632    246.305    214.589
      8.813     -1.689     29.876     22.351    137.666    245.260    213.762
      8.814     -1.551     30.120     22.565    137.693    244.224    212.941
      8.815     -1.413     30.364     22.777    137.715    243.198    212.127
      8.816     -1.275     30.607     22.989    137.732    242.180    211.319
      8.817     -1.138     30.848     23.200    137.744    241.170    210.517
      8.818     -1.000     31.089     23.410    137.750    240.169    209.722
      8.819     -0.862     31.329     23.619    137.751    239.177    208.933
      8.820     -0.724     31.567     23.828    137.748    238.192    208.150
      8.821     -0.587     31.805     24.036    137.740    237.216    207.373
      8.822     -0.449     32.042     24.243    137.728    236.248    206.602
      8.823     -0.311     32.278     24.449    137.711    235.287    205.836
      8.824     -0.174     32.512     24.654    137.690    234.335    205.077
      8.825     -0.036     32.746     24.859    137.666    233.390    204.323
      8.826      0.102     32.979     25.063    137.637    232.452    203.575
      8.827      0.239     33.211     25.266    137.604    231.523    202.833
      8.828      0.377     33.442     25.469    137.568    230.600    202.096
      8.829      0.515     33.672     25.670    137.529    229.685    201.364
      8.830      0.652     33.902     25.871    137.486    228.776    200.638
      8.831      0.790     34.130     26.072    137.439    227.875    199.916
      8.832      0.927     34.357     26.271    137.389    226.981    199.201
      8.833      1.064     34.584     26.470    137.337    226.094    198.490
      8.834      1.202     34.810     26.668    137.281    225.213    197.784
      8.835      1.339     35.034     26.866    137.222    224.339    197.083
      8.836      1.476     35.258     27.062    137.161    223.471    196.388
      8.837      1.613     35.481     27.258    137.097    222.610    195.697
      8.838      1.750     35.703     27.454    137.030    221.756    195.010
      8.839      1.887     35.925     27.648    136.960    220.908    194.329
      8.840      2.024     36.145     27.842    136.888    220.065    193.652
      8.841      2.161     36.365     28.036    136.814    219.229    192.980
      8.842      2.298     36.584     28.228    136.737    218.400    192.312
      8.843      2.435     36.802     28.420    136.658    217.576    191.649
      8.844      2.571     37.019     28.612    136.577    216.757    190.991
      8.845      2.708     37.235     28.802    136.493    215.945    190.336
      8.846      2.844     37.451     28.992    136.408    215.139    189.686
      8.847      2.980     37.666     29.182    136.320    214.338    189.041
      8.848      3.117     37.879     29.370    136.231    213.542    188.399
      8.849      3.253     38.093     29.559    136.139    212.753    187.762
      8.850      3.389     38.305     29.746    136.046    211.968    187.128
      8.851      3.525     38.517     29.933    135.951    211.189    186.499
      8.852      3.661     38.727     30.119    135.854    210.415    185.874
      8.853      3.797     38.937     30.305    135.756    209.647    185.253
      8.854      3.932     39.147     30.489    135.656    208.884    184.636
      8.855      4.068     39.355     30.674    135.554    208.125    184.022
      8.856      4.204     39.563     30.858    135.451    207.372    183.413
      8.857      4.339     39.770     31.041    135.346    206.624    182.807
      8.858      4.474     39.976     31.223    135.240    205.881    182.205
      8.859      4.609     40.182     31.405    135.133    205.142    181.606
      8.860      4.745     40.386     31.586    135.024    204.409    181.012
      8.861      4.879     40.590     31.767    134.913    203.680    180.421
      8.862      5.014     40.794     31.947    134.802    202.955    179.833
      8.863      5.149     40.996     32.127    134.689    202.236    179.249
      8.864      5.284     41.198     32.306    134.575    201.521    178.668
      8.865      5.418     41.399     32.484    134.460    200.810    178.091
      8.866      5.553     41.600     32.662    134.343    200.104    177.517
      8.867      5.687     41.800     32.839    134.226    199.402    176.947
      8.868      5.821     41.999     33.016    134.107    198.705    176.380
      8.869      5.955     42.197     33.192    133.988    198.011    175.816
      8.870      6.089     42.395     33.367    133.867    197.323    175.255
      8.871      6.223     42.592     33.542    133.746    196.638    174.698
